,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2
150,0.15639204978942872,0.003420687949838185,0.0062981128692626955,0.00015396918995731553,0.01,4,256,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
155,0.1581943988800049,0.0023060286632454303,0.006378602981567383,0.0001406291652267891,0.01,4,256,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
152,0.1574237823486328,0.002817356342703134,0.0063970088958740234,0.00020666713248461158,0.01,4,256,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
153,0.15667686462402344,0.0026207300970816612,0.006331300735473633,0.00011205648868615499,0.01,4,256,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
154,0.15930018424987794,0.00656041391828709,0.006363487243652344,0.00016067584015849729,0.01,4,256,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
144,0.1612764358520508,0.003848445296132814,0.006839370727539063,0.0008536091114661706,0.01,4,256,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
156,0.160064172744751,0.0028008065525652903,0.006785678863525391,0.000814667575522812,0.01,4,256,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
158,0.1624751567840576,0.004114865568492382,0.0066070079803466795,0.0003088345251823525,0.01,4,256,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
159,0.15772690773010253,0.0024685058411269356,0.006325721740722656,0.00020853517864159984,0.01,4,256,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
145,0.15729551315307616,0.004597153932574642,0.006338882446289063,0.00010246889926154417,0.01,4,256,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
157,0.1582329750061035,0.003336053220922164,0.007842302322387695,0.003055671093960085,0.01,4,256,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.656,0.656,0.66,0.656,0.66,0.8276000000000001,0.001959591794226544,129,0.656,0.656,0.66,0.656,0.66,0.6576000000000001,0.001959591794226544,129
218,0.18412656784057618,0.009991358673883005,0.007143497467041016,0.0001633519113884386,0.01,5,256,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
213,0.1816638469696045,0.003429487537736396,0.007165050506591797,0.00021033673508820443,0.01,5,256,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
219,0.18048510551452637,0.003142353683753704,0.007201671600341797,0.00018978358511634116,0.01,5,256,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
217,0.18134241104125975,0.005520560713890737,0.007187891006469727,0.0002561922467969843,0.01,5,256,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
216,0.18214068412780762,0.0028185408746485077,0.0072438716888427734,0.0004746723865783897,0.01,5,256,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
214,0.1802593231201172,0.00449048518342344,0.0073166370391845705,0.0004539668406248513,0.01,5,256,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
215,0.17885079383850097,0.003127811195119243,0.007738733291625976,0.0008911014316861838,0.01,5,256,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
212,0.17967686653137208,0.0038760139426916767,0.007172870635986328,0.00033719344682365203,0.01,5,256,0.0003,1e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
211,0.18223276138305664,0.005019087991583923,0.007086992263793945,0.0001633897673729919,0.01,5,256,0.0001,1e-05,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
210,0.17830162048339843,0.003438102520785716,0.007137155532836914,0.00021775527824131216,0.01,5,256,0.0001,5e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
209,0.18387112617492676,0.00398995131947134,0.00716695785522461,0.00018021584591701746,0.01,5,256,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
208,0.17780933380126954,0.0037287591671169296,0.007437610626220703,0.00041940156883913185,0.01,5,256,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.656,0.652,0.656,0.652,0.664,0.8260000000000001,0.004381780460041333,145,0.656,0.652,0.656,0.652,0.664,0.656,0.004381780460041333,145
220,0.18289752006530763,0.004047964394151218,0.007212352752685547,0.0002448201687407777,0.01,5,256,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.656,0.652,0.652,0.652,0.664,0.8252,0.004664761515876245,157,0.656,0.652,0.652,0.652,0.664,0.6552,0.004664761515876245,157
221,0.179245662689209,0.0023027561982838377,0.007130336761474609,0.00016151864735610967,0.01,5,256,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.656,0.652,0.652,0.652,0.664,0.8252,0.004664761515876245,157,0.656,0.652,0.652,0.652,0.664,0.6552,0.004664761515876245,157
222,0.1826340675354004,0.005783785019757449,0.007225990295410156,0.00023005636177792158,0.01,5,256,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.656,0.652,0.652,0.652,0.664,0.8252,0.004664761515876245,157,0.656,0.652,0.652,0.652,0.664,0.6552,0.004664761515876245,157
223,0.18076744079589843,0.004428900172597815,0.007172250747680664,0.00014059061467800195,0.01,5,256,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.656,0.652,0.652,0.652,0.664,0.8252,0.004664761515876245,157,0.656,0.652,0.652,0.652,0.664,0.6552,0.004664761515876245,157
163,0.3095703601837158,0.006038291578648748,0.009451866149902344,0.0003163999416983912,0.01,4,512,0.0001,1e-05,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.656,0.648,0.656,0.652,0.66,0.8244000000000001,0.004079215610874232,161,0.656,0.648,0.656,0.652,0.66,0.6544000000000001,0.004079215610874232,161
96,0.2679295063018799,0.0032058915293827375,0.007918596267700195,0.00036294932573151706,0.01,3,512,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
97,0.26720333099365234,0.006771015492578677,0.008018398284912109,0.00031784537855879773,0.01,3,512,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
162,0.312030029296875,0.0062014741624734195,0.01065654754638672,0.0020890364083804795,0.01,4,512,0.0001,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.656,0.648,0.656,0.652,0.66,0.8244000000000001,0.004079215610874232,161,0.656,0.648,0.656,0.652,0.66,0.6544000000000001,0.004079215610874232,161
105,0.26677579879760743,0.004117089859648849,0.007849502563476562,0.0001413207620147997,0.01,3,512,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
161,0.3101717472076416,0.00824680508436163,0.009828329086303711,0.00024652001470331253,0.01,4,512,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.656,0.648,0.656,0.652,0.66,0.8244000000000001,0.004079215610874232,161,0.656,0.648,0.656,0.652,0.66,0.6544000000000001,0.004079215610874232,161
99,0.2747808456420898,0.012489189205606623,0.007951450347900391,0.00013703236376029655,0.01,3,512,0.0001,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
100,0.2679739952087402,0.004376291937681409,0.007862043380737305,0.00019596541830257832,0.01,3,512,0.0003,1e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
101,0.2642044544219971,0.0034774163298429313,0.0079376220703125,0.0002022534696449624,0.01,3,512,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
102,0.26727070808410647,0.00526376492698745,0.007896757125854493,0.00019893635953715838,0.01,3,512,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
103,0.26617088317871096,0.003247591366681247,0.007839250564575195,0.00017798743929587182,0.01,3,512,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
104,0.2674818992614746,0.005215834838927399,0.007952451705932617,0.00018731192970346177,0.01,3,512,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
98,0.2656674861907959,0.0024258980523500185,0.007949209213256836,0.00025490122294768254,0.01,3,512,0.0001,5e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
106,0.27300610542297366,0.013399638111465832,0.007864427566528321,0.00023047086342957876,0.01,3,512,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
108,0.2672886848449707,0.003258061551276918,0.007919692993164062,0.00015665284348678578,0.01,3,512,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
109,0.2689420223236084,0.006216690708758104,0.007868289947509766,0.00019847243367134804,0.01,3,512,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
110,0.2676173210144043,0.005302126419561518,0.007852268218994141,0.00021805953540718248,0.01,3,512,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
111,0.2665126800537109,0.0034562101065724617,0.007866954803466797,0.0001619613470307498,0.01,3,512,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
160,0.3108375072479248,0.002743637490086989,0.009615087509155273,0.0001950742271178491,0.01,4,512,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.656,0.648,0.656,0.652,0.66,0.8244000000000001,0.004079215610874232,161,0.656,0.648,0.656,0.652,0.66,0.6544000000000001,0.004079215610874232,161
107,0.268731689453125,0.0019330961020866007,0.00790872573852539,0.0002695462479658941,0.01,3,512,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.664,0.652,0.644,0.652,0.66,0.8244000000000001,0.006974238309665084,161,0.664,0.652,0.644,0.652,0.66,0.6544000000000001,0.006974238309665084,161
329,0.0666153907775879,0.0027021738266975654,0.005449533462524414,0.0028313747544749593,0.1,2,128,0.001,3e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
335,0.06602005958557129,0.005016088317774269,0.004096460342407226,7.01429566743903e-05,0.1,2,128,0.003,1e-05,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
334,0.06525101661682128,0.002293632979729706,0.004170751571655274,0.00014484258145639267,0.1,2,128,0.003,5e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
333,0.06659784317016601,0.002695255603924836,0.004061365127563476,5.740545092022514e-05,0.1,2,128,0.003,3e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
332,0.06485109329223633,0.002159310597095162,0.004056215286254883,7.734866068546457e-05,0.1,2,128,0.003,1e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
331,0.06321616172790527,0.002750910303132054,0.004084014892578125,7.054879480474984e-05,0.1,2,128,0.001,1e-05,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
330,0.06471695899963378,0.0036280552521027847,0.0041196346282958984,0.00011367411814925897,0.1,2,128,0.001,5e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
326,0.06271967887878419,0.0027990352096100585,0.004019498825073242,4.9343776366592635e-05,0.1,2,128,0.0003,5e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
328,0.0629992961883545,0.0029512032310370154,0.0041332244873046875,0.00012791035670252045,0.1,2,128,0.001,1e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
327,0.06472125053405761,0.0027076042128284165,0.004024982452392578,9.738819672388991e-05,0.1,2,128,0.0003,1e-05,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
325,0.06256451606750488,0.0030156686236807438,0.004058170318603516,6.700340918071666e-05,0.1,2,128,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
324,0.06408095359802246,0.005092854764563216,0.004477977752685547,0.0004830166002223054,0.1,2,128,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
323,0.0630575180053711,0.002672536404139736,0.005789661407470703,0.0015755532028551057,0.1,2,128,0.0001,1e-05,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
322,0.06847100257873535,0.0026174526828577844,0.004265356063842774,0.00017877778005674755,0.1,2,128,0.0001,5e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
320,0.06308846473693848,0.0019069491707208086,0.004056692123413086,1.8813628054218554e-05,0.1,2,128,0.0001,1e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
321,0.06423735618591309,0.002333426670287034,0.003990030288696289,5.3936500932846574e-05,0.1,2,128,0.0001,3e-06,"{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.652,0.652,0.664,0.64,0.66,0.8236000000000001,0.008236504112789608,181,0.652,0.652,0.664,0.64,0.66,0.6536000000000001,0.008236504112789608,181
170,0.3086581230163574,0.0058240387584738,0.009477186203002929,0.00029190747940485614,0.01,4,512,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.656,0.648,0.652,0.652,0.66,0.8236000000000001,0.004079215610874232,181,0.656,0.648,0.652,0.652,0.66,0.6536000000000001,0.004079215610874232,181
168,0.3091020107269287,0.004114801368055876,0.009475326538085938,0.00023552326771374648,0.01,4,512,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.656,0.648,0.652,0.652,0.66,0.8236000000000001,0.004079215610874232,181,0.656,0.648,0.652,0.652,0.66,0.6536000000000001,0.004079215610874232,181
167,0.30727062225341795,0.0031866384284544623,0.010292720794677735,0.00173512921034525,0.01,4,512,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.656,0.648,0.652,0.652,0.66,0.8236000000000001,0.004079215610874232,181,0.656,0.648,0.652,0.652,0.66,0.6536000000000001,0.004079215610874232,181
171,0.3081324100494385,0.004250078747954367,0.011263370513916016,0.002959811115902254,0.01,4,512,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.656,0.648,0.652,0.652,0.66,0.8236000000000001,0.004079215610874232,181,0.656,0.648,0.652,0.652,0.66,0.6536000000000001,0.004079215610874232,181
166,0.30875744819641116,0.003362691221708871,0.00952134132385254,0.00032362831487068894,0.01,4,512,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.656,0.648,0.652,0.652,0.66,0.8236000000000001,0.004079215610874232,181,0.656,0.648,0.652,0.652,0.66,0.6536000000000001,0.004079215610874232,181
