,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2
690,0.4474738121032715,0.0057458531635873455,0.010103940963745117,0.0023908441837384364,0.3,2,1024,0.0001,5e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.592,0.568,0.584,0.572,0.564,0.746,0.010430723848324249,785,0.592,0.568,0.584,0.572,0.564,0.576,0.010430723848324249,785
794,0.16555070877075195,0.004758914995091771,0.006333255767822265,0.00022094272237066243,0.3,4,256,0.001,5e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.576,0.572,0.596,0.56,0.576,0.746,0.01159310139695153,785,0.576,0.572,0.596,0.56,0.576,0.576,0.01159310139695153,785
859,0.18739333152770996,0.005440683946946856,0.007189226150512695,0.00017758221152179988,0.3,5,256,0.001,1e-05,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.572,0.576,0.584,0.564,0.584,0.746,0.007589466384404117,785,0.572,0.576,0.584,0.564,0.584,0.576,0.007589466384404117,785
858,0.18451919555664062,0.0020039603228249555,0.0073089122772216795,0.00022311512793598084,0.3,5,256,0.001,5e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.572,0.576,0.584,0.564,0.584,0.746,0.007589466384404117,785,0.572,0.576,0.584,0.564,0.584,0.576,0.007589466384404117,785
857,0.18431468009948732,0.003097195781523852,0.007550764083862305,0.0008963193234481761,0.3,5,256,0.001,3e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.572,0.576,0.584,0.564,0.584,0.746,0.007589466384404117,785,0.572,0.576,0.584,0.564,0.584,0.576,0.007589466384404117,785
856,0.1862802028656006,0.0038603018633649277,0.007164859771728515,8.131794733328137e-05,0.3,5,256,0.001,1e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.572,0.576,0.584,0.564,0.584,0.746,0.007589466384404117,785,0.572,0.576,0.584,0.564,0.584,0.576,0.007589466384404117,785
795,0.16229662895202637,0.00239107267210366,0.006234455108642578,6.515738552219509e-05,0.3,4,256,0.001,1e-05,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.576,0.572,0.596,0.56,0.576,0.746,0.01159310139695153,785,0.576,0.572,0.596,0.56,0.576,0.576,0.01159310139695153,785
811,0.316497802734375,0.002303903829572078,0.009358930587768554,0.00017042598974875738,0.3,4,512,0.001,1e-05,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.572,0.572,0.58,0.584,0.572,0.746,0.005059644256269411,785,0.572,0.572,0.58,0.584,0.572,0.576,0.005059644256269411,785
793,0.1627176284790039,0.0023851292097838974,0.007155704498291016,0.0019038828798002528,0.3,4,256,0.001,3e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.576,0.572,0.596,0.56,0.576,0.746,0.01159310139695153,785,0.576,0.572,0.596,0.56,0.576,0.576,0.01159310139695153,785
792,0.16574997901916505,0.0052153241917259055,0.006447362899780274,0.0004786151496552508,0.3,4,256,0.001,1e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.576,0.572,0.596,0.56,0.576,0.746,0.01159310139695153,785,0.576,0.572,0.596,0.56,0.576,0.576,0.01159310139695153,785
691,0.4466428756713867,0.005081744572198334,0.008648490905761719,0.00014012292951311533,0.3,2,1024,0.0001,1e-05,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.588,0.568,0.584,0.572,0.568,0.746,0.00839047078536122,785,0.588,0.568,0.584,0.572,0.568,0.576,0.00839047078536122,785
801,0.3209500312805176,0.008603670082109419,0.009208345413208007,0.0001863047140612095,0.3,4,512,0.0001,3e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.58,0.56,0.58,0.58,0.576,0.7452000000000001,0.00775628777186609,799,0.58,0.56,0.58,0.58,0.576,0.5752,0.00775628777186609,799
803,0.3175051689147949,0.007979619781045466,0.009231758117675782,0.00021769109405248027,0.3,4,512,0.0001,1e-05,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.58,0.56,0.58,0.58,0.576,0.7452000000000001,0.00775628777186609,799,0.58,0.56,0.58,0.58,0.576,0.5752,0.00775628777186609,799
802,0.31791033744812014,0.0066367678465369395,0.009305524826049804,0.0001713787109293723,0.3,4,512,0.0001,5e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.58,0.56,0.58,0.58,0.576,0.7452000000000001,0.00775628777186609,799,0.58,0.56,0.58,0.58,0.576,0.5752,0.00775628777186609,799
800,0.31383094787597654,0.003728992514910466,0.00916881561279297,0.00016451375373406735,0.3,4,512,0.0001,1e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.58,0.56,0.58,0.58,0.576,0.7452000000000001,0.00775628777186609,799,0.58,0.56,0.58,0.58,0.576,0.5752,0.00775628777186609,799
567,0.7117912292480468,0.004096573469016459,0.019592094421386718,0.0009044308587697294,0.1,5,1024,0.0003,1e-05,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.58,0.572,0.596,0.564,0.564,0.7452,0.011973303637676623,803,0.58,0.572,0.596,0.564,0.564,0.5751999999999999,0.011973303637676623,803
505,0.6156356811523438,0.003625106243262758,0.015598869323730469,0.000826246726707364,0.1,4,1024,0.001,3e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.588,0.568,0.596,0.54,0.58,0.7444000000000001,0.019530488985173903,804,0.588,0.568,0.596,0.54,0.58,0.5744,0.019530488985173903,804
697,0.4488234996795654,0.00796518689052719,0.008707809448242187,0.00010753036332342119,0.3,2,1024,0.001,3e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.576,0.564,0.588,0.572,0.572,0.7444000000000001,0.007838367176906176,804,0.576,0.564,0.588,0.572,0.572,0.5744,0.007838367176906176,804
507,0.6235267639160156,0.005216487815787829,0.016014957427978517,0.00136668456148944,0.1,4,1024,0.001,1e-05,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.588,0.568,0.596,0.54,0.58,0.7444000000000001,0.019530488985173903,804,0.588,0.568,0.596,0.54,0.58,0.5744,0.019530488985173903,804
506,0.6266845703125,0.004666801451465843,0.01639900207519531,0.002058584420745676,0.1,4,1024,0.001,5e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.588,0.568,0.596,0.54,0.58,0.7444000000000001,0.019530488985173903,804,0.588,0.568,0.596,0.54,0.58,0.5744,0.019530488985173903,804
916,0.20631918907165528,0.0049100944162576215,0.007756614685058593,6.584439183637356e-05,0.3,6,256,0.0003,1e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.588,0.56,0.596,0.564,0.564,0.7444000000000001,0.014664242223858679,804,0.588,0.56,0.596,0.564,0.564,0.5744,0.014664242223858679,804
917,0.20765209197998047,0.006407041899744238,0.009563922882080078,0.001543039982331206,0.3,6,256,0.0003,3e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.588,0.56,0.596,0.564,0.564,0.7444000000000001,0.014664242223858679,804,0.588,0.56,0.596,0.564,0.564,0.5744,0.014664242223858679,804
918,0.20145120620727539,0.002676608781847713,0.007810020446777343,0.00012714204506504535,0.3,6,256,0.0003,5e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.588,0.56,0.596,0.564,0.564,0.7444000000000001,0.014664242223858679,804,0.588,0.56,0.596,0.564,0.564,0.5744,0.014664242223858679,804
919,0.20786237716674805,0.005113354814002797,0.008041048049926757,0.0005766726058843797,0.3,6,256,0.0003,1e-05,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.588,0.56,0.596,0.564,0.564,0.7444000000000001,0.014664242223858679,804,0.588,0.56,0.596,0.564,0.564,0.5744,0.014664242223858679,804
504,0.6222798347473144,0.007055784922321268,0.015344047546386718,0.0002797948880343262,0.1,4,1024,0.001,1e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.588,0.568,0.596,0.54,0.58,0.7444000000000001,0.019530488985173903,804,0.588,0.568,0.596,0.54,0.58,0.5744,0.019530488985173903,804
699,0.45833849906921387,0.010868660259689258,0.00863504409790039,0.00011654908796823309,0.3,2,1024,0.001,1e-05,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.576,0.564,0.588,0.572,0.572,0.7444000000000001,0.007838367176906176,804,0.576,0.564,0.588,0.572,0.572,0.5744,0.007838367176906176,804
698,0.4427935123443604,0.005907479160143444,0.008968877792358398,0.0006487019899921967,0.3,2,1024,0.001,5e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.576,0.564,0.588,0.572,0.572,0.7444000000000001,0.007838367176906176,804,0.576,0.564,0.588,0.572,0.572,0.5744,0.007838367176906176,804
696,0.446622896194458,0.009223376637925397,0.008726358413696289,0.0003484239685256746,0.3,2,1024,0.001,1e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.576,0.564,0.588,0.572,0.572,0.7444000000000001,0.007838367176906176,804,0.576,0.564,0.588,0.572,0.572,0.5744,0.007838367176906176,804
924,0.20734763145446777,0.006274392294880758,0.007772207260131836,8.113437142929739e-05,0.3,6,256,0.003,1e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.56,0.564,0.612,0.572,0.56,0.7436000000000001,0.019693653800145858,816,0.56,0.564,0.612,0.572,0.56,0.5736000000000001,0.019693653800145858,816
925,0.21340618133544922,0.010534851448706906,0.007907485961914063,0.00019816497503428912,0.3,6,256,0.003,3e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.56,0.564,0.612,0.572,0.56,0.7436000000000001,0.019693653800145858,816,0.56,0.564,0.612,0.572,0.56,0.5736000000000001,0.019693653800145858,816
926,0.21282672882080078,0.007534128743705289,0.00851755142211914,0.0011438359712504385,0.3,6,256,0.003,5e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.56,0.564,0.612,0.572,0.56,0.7436000000000001,0.019693653800145858,816,0.56,0.564,0.612,0.572,0.56,0.5736000000000001,0.019693653800145858,816
927,0.20844292640686035,0.005268710518128116,0.00814805030822754,0.0003647183571161969,0.3,6,256,0.003,1e-05,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.56,0.564,0.612,0.572,0.56,0.7436000000000001,0.019693653800145858,816,0.56,0.564,0.612,0.572,0.56,0.5736000000000001,0.019693653800145858,816
874,0.36971521377563477,0.011941246085633076,0.010947751998901366,0.0005019606897682455,0.3,5,512,0.001,5e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.588,0.572,0.548,0.592,0.568,0.7436,0.015717506163510777,820,0.588,0.572,0.548,0.592,0.568,0.5736,0.015717506163510777,820
873,0.36204824447631834,0.003329400826805146,0.010781383514404297,0.00029940052683508593,0.3,5,512,0.001,3e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.588,0.572,0.548,0.592,0.568,0.7436,0.015717506163510777,820,0.588,0.572,0.548,0.592,0.568,0.5736,0.015717506163510777,820
875,0.3657531261444092,0.005978906009824085,0.012033367156982422,0.0024342780041951752,0.3,5,512,0.001,1e-05,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.588,0.572,0.548,0.592,0.568,0.7436,0.015717506163510777,820,0.588,0.572,0.548,0.592,0.568,0.5736,0.015717506163510777,820
767,0.547318983078003,0.006319520239072824,0.01191849708557129,0.0002494121997090348,0.3,3,1024,0.003,1e-05,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.58,0.556,0.572,0.6,0.556,0.7428000000000001,0.01647300822557917,823,0.58,0.556,0.572,0.6,0.556,0.5728000000000001,0.01647300822557917,823
766,0.5363369941711426,0.0029596456733139687,0.014644527435302734,0.005099937683766008,0.3,3,1024,0.003,5e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.58,0.556,0.572,0.6,0.556,0.7428000000000001,0.01647300822557917,823,0.58,0.556,0.572,0.6,0.556,0.5728000000000001,0.01647300822557917,823
764,0.5369306564331054,0.0035241022492559495,0.013031625747680664,0.002383946714812229,0.3,3,1024,0.003,1e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.58,0.556,0.572,0.6,0.556,0.7428000000000001,0.01647300822557917,823,0.58,0.556,0.572,0.6,0.556,0.5728000000000001,0.01647300822557917,823
765,0.5406556606292725,0.005975307953334914,0.011926078796386718,0.00014885773151996682,0.3,3,1024,0.003,3e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.58,0.556,0.572,0.6,0.556,0.7428000000000001,0.01647300822557917,823,0.58,0.556,0.572,0.6,0.556,0.5728000000000001,0.01647300822557917,823
689,0.44727635383605957,0.006586359680668028,0.008840227127075195,0.000148109843113473,0.3,2,1024,0.0001,3e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.592,0.568,0.584,0.556,0.564,0.7428,0.013242356285797462,827,0.592,0.568,0.584,0.556,0.564,0.5728,0.013242356285797462,827
688,0.44600887298583985,0.002788222565306733,0.008780241012573242,0.00016604720095430542,0.3,2,1024,0.0001,1e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.592,0.568,0.584,0.556,0.564,0.7428,0.013242356285797462,827,0.592,0.568,0.584,0.556,0.564,0.5728,0.013242356285797462,827
572,0.7110483169555664,0.006702815043979787,0.019670534133911132,0.001272339482742697,0.1,5,1024,0.003,1e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.568,0.56,0.58,0.576,0.576,0.7420000000000001,0.007155417527999297,829,0.568,0.56,0.58,0.576,0.576,0.5720000000000001,0.007155417527999297,829
575,0.7189440250396728,0.012364233991388494,0.020116567611694336,0.0013167106412531493,0.1,5,1024,0.003,1e-05,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.568,0.56,0.58,0.576,0.576,0.7420000000000001,0.007155417527999297,829,0.568,0.56,0.58,0.576,0.576,0.5720000000000001,0.007155417527999297,829
574,0.7096601963043213,0.005610909191178846,0.019030427932739256,0.00022943631204370537,0.1,5,1024,0.003,5e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.568,0.56,0.58,0.576,0.576,0.7420000000000001,0.007155417527999297,829,0.568,0.56,0.58,0.576,0.576,0.5720000000000001,0.007155417527999297,829
814,0.31675195693969727,0.007141215425113862,0.009219217300415038,0.00014095732252736526,0.3,4,512,0.003,5e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.564,0.556,0.576,0.592,0.572,0.7420000000000001,0.012132600710482461,829,0.564,0.556,0.576,0.592,0.572,0.5720000000000001,0.012132600710482461,829
812,0.3259863376617432,0.012538780596744896,0.009235668182373046,8.918874175361709e-05,0.3,4,512,0.003,1e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.564,0.556,0.576,0.592,0.572,0.7420000000000001,0.012132600710482461,829,0.564,0.556,0.576,0.592,0.572,0.5720000000000001,0.012132600710482461,829
573,0.7171944618225098,0.008941556724639152,0.01941051483154297,0.0003212747670654949,0.1,5,1024,0.003,3e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.568,0.56,0.58,0.576,0.576,0.7420000000000001,0.007155417527999297,829,0.568,0.56,0.58,0.576,0.576,0.5720000000000001,0.007155417527999297,829
564,0.7111253261566162,0.0047478130385715705,0.025290203094482423,0.0012610710882165455,0.1,5,1024,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.58,0.572,0.592,0.552,0.564,0.742,0.013623509092741102,835,0.58,0.572,0.592,0.552,0.564,0.572,0.013623509092741102,835
565,0.7186653137207031,0.00636440929177426,0.022180795669555664,0.0029418788548465887,0.1,5,1024,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.58,0.572,0.592,0.552,0.564,0.742,0.013623509092741102,835,0.58,0.572,0.592,0.552,0.564,0.572,0.013623509092741102,835
566,0.7126549243927002,0.006541084998812874,0.02006254196166992,0.0016974920335620456,0.1,5,1024,0.0003,5e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.58,0.572,0.592,0.552,0.564,0.742,0.013623509092741102,835,0.58,0.572,0.592,0.552,0.564,0.572,0.013623509092741102,835
629,0.7910915374755859,0.005002572787041224,0.021898841857910155,0.0003011709908423614,0.1,6,1024,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.58,0.552,0.58,0.588,0.556,0.7412000000000001,0.01439999999999996,838,0.58,0.552,0.58,0.588,0.556,0.5712,0.01439999999999996,838
628,0.7862356185913086,0.005785792885100691,0.022461557388305665,0.0006735918660277852,0.1,6,1024,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.58,0.552,0.58,0.588,0.556,0.7412000000000001,0.01439999999999996,838,0.58,0.552,0.58,0.588,0.556,0.5712,0.01439999999999996,838
560,0.7147912979125977,0.008395573785856697,0.021320152282714843,0.003286571561020344,0.1,5,1024,0.0001,1e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.564,0.556,0.596,0.564,0.576,0.7412000000000001,0.013948476619330144,838,0.564,0.556,0.596,0.564,0.576,0.5712,0.013948476619330144,838
561,0.7130483150482178,0.005225361934323081,0.019028282165527342,0.00044019964446182056,0.1,5,1024,0.0001,3e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.564,0.556,0.596,0.564,0.576,0.7412000000000001,0.013948476619330144,838,0.564,0.556,0.596,0.564,0.576,0.5712,0.013948476619330144,838
562,0.712662649154663,0.005104239155949414,0.019642734527587892,0.0009772233361557158,0.1,5,1024,0.0001,5e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.564,0.556,0.596,0.564,0.576,0.7412000000000001,0.013948476619330144,838,0.564,0.556,0.596,0.564,0.576,0.5712,0.013948476619330144,838
563,0.7075672149658203,0.005295602222946593,0.021721267700195314,0.0015240917364318055,0.1,5,1024,0.0001,1e-05,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.564,0.556,0.596,0.564,0.576,0.7412000000000001,0.013948476619330144,838,0.564,0.556,0.596,0.564,0.576,0.5712,0.013948476619330144,838
762,0.5410244464874268,0.007341953541059599,0.012044763565063477,0.00015246860490726943,0.3,3,1024,0.001,5e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.58,0.572,0.556,0.6,0.548,0.7412,0.018312837027615325,844,0.58,0.572,0.556,0.6,0.548,0.5711999999999999,0.018312837027615325,844
763,0.5418106079101562,0.006006046844658283,0.012054920196533203,9.713583728265736e-05,0.3,3,1024,0.001,1e-05,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.58,0.572,0.556,0.6,0.548,0.7412,0.018312837027615325,844,0.58,0.572,0.556,0.6,0.548,0.5711999999999999,0.018312837027615325,844
639,0.800553560256958,0.018698469503592392,0.02320413589477539,0.00240660416859234,0.1,6,1024,0.003,1e-05,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.576,0.552,0.584,0.584,0.556,0.7404000000000001,0.013763720427268162,846,0.576,0.552,0.584,0.584,0.556,0.5704,0.013763720427268162,846
752,0.5478427410125732,0.008930218408161673,0.012094354629516602,0.0001212699738017763,0.3,3,1024,0.0001,1e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.592,0.548,0.56,0.596,0.556,0.7404000000000001,0.019693653800145837,846,0.592,0.548,0.56,0.596,0.556,0.5704,0.019693653800145837,846
701,0.4463167190551758,0.0055245753580847245,0.008819055557250977,0.00014421517122669417,0.3,2,1024,0.003,3e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.58,0.564,0.572,0.564,0.572,0.7404000000000001,0.005986651818838311,846,0.58,0.564,0.572,0.564,0.572,0.5704,0.005986651818838311,846
637,0.7911354541778565,0.006982607642400748,0.02194666862487793,0.00032911468539698253,0.1,6,1024,0.003,3e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.576,0.552,0.584,0.584,0.556,0.7404000000000001,0.013763720427268162,846,0.576,0.552,0.584,0.584,0.556,0.5704,0.013763720427268162,846
